problem,stage,loss,stream,addedUpdates,reverseFeasibleCoverage,reverseInfeasibleCoverage,f1Offset,f2Offset,f1BaseOffset,f2BaseOffset,f1EnergyOffset,f2EnergyOffset,medianTrueFeasibleNeighborRMS,medianGeneratedFeasibleNeighborRMS
LIRCMOP7_BC,late,adversarial,1,2000,0.222116821376476,0.140711495357656,-0.228958182910538,-0.136373477034113,-0.0105838368947056,-0.00079851414203024,-0.218374346015832,-0.135574962892083,0.0778019086457927,0.0062114663190301
LIRCMOP7_BC,late,adversarial,2,0,0.189837627676584,0.130848946065144,-0.168264301742927,-0.233206842487833,0.0118135863505046,-0.0110113195274137,-0.180077888093432,-0.22219552296042,0.0778019086457927,0.00734917400876106
LIRCMOP7_BC,late,adversarial,2,20,0.190639036967481,0.127793394782552,-0.192211580622631,-0.210845572485653,0.00694764625502801,-0.00795154768438464,-0.199159226877659,-0.202894024801269,0.0778019086457927,0.00699163776086889
LIRCMOP7_BC,late,adversarial,2,200,0.23661321290905,0.15190248657752,-0.22254533583487,-0.194615550633613,-0.00544104160578211,-0.00286797086689878,-0.217104294229088,-0.191747579766714,0.0778019086457927,0.00530310132358828
LIRCMOP7_BC,late,adversarial,2,2000,0.206198119568427,0.131240701738036,-0.205363204508532,-0.157426304374968,0.00166495670965958,-0.00947205611325796,-0.207028161218192,-0.14795424826171,0.0778019086457927,0.00616927600967677
LIRCMOP7_BC,late,adversarial,3,0,0.189837627676584,0.130848946065144,-0.168264301742927,-0.233206842487833,0.0118135863505046,-0.0110113195274137,-0.180077888093432,-0.22219552296042,0.0778019086457927,0.00734917400876106
LIRCMOP7_BC,late,adversarial,3,20,0.199485156668023,0.133423483754796,-0.20198456667275,-0.214229173637807,-0.00156573949767132,-0.00240161664433263,-0.200418827175078,-0.211827556993475,0.0778019086457927,0.00682635865924781
LIRCMOP7_BC,late,adversarial,3,200,0.213858614043403,0.142310240570529,-0.218324199133338,-0.173499887143776,0.00104193634775694,-0.0055675244567221,-0.219366135481095,-0.167932362687054,0.0778019086457927,0.00589479130159625
LIRCMOP7_BC,late,adversarial,3,2000,0.224106386692473,0.138906493159998,-0.228625033391624,-0.14334665498991,-0.0109808437357873,0.00119063602415415,-0.217644189655836,-0.144537291014065,0.0778019086457927,0.00632898635434848
LIRCMOP7_BC,late,distance,1,0,0.189837627676584,0.130848946065144,-0.168264301742927,-0.233206842487833,0.0118135863505046,-0.0110113195274137,-0.180077888093432,-0.22219552296042,0.0778019086457927,0.00734917400876106
LIRCMOP7_BC,late,distance,1,20,0.200467048383025,0.135339754745893,-0.190709890098358,-0.234408399729777,0.0130354714067424,-0.0126199606099357,-0.2037453615051,-0.221788439119842,0.0778019086457927,0.00695807314387339
LIRCMOP7_BC,late,distance,1,200,0.216477338407359,0.135360699260623,-0.214882891285027,-0.183486301570044,8.00046026831979e-05,-0.00522989013124638,-0.21496289588771,-0.178256411438798,0.0778019086457927,0.00492504877080602
LIRCMOP7_BC,late,distance,1,2000,0.268875631033742,0.172490702598598,-0.225899702751865,-0.179538167516172,0.000273834603073084,-0.00707526263116276,-0.226173537354938,-0.172462904885009,0.0778019086457927,0.00378722477336466
LIRCMOP7_BC,late,distance,2,0,0.189837627676584,0.130848946065144,-0.168264301742927,-0.233206842487833,0.0118135863505046,-0.0110113195274137,-0.180077888093432,-0.22219552296042,0.0778019086457927,0.00734917400876106
LIRCMOP7_BC,late,distance,2,20,0.192931586845343,0.130776753457543,-0.187678422953103,-0.230667774038675,0.00928052222577905,-0.00993032474816668,-0.196958945178882,-0.220737449290509,0.0778019086457927,0.00698780154780668
LIRCMOP7_BC,late,distance,2,200,0.233375128176964,0.147799044375477,-0.212076405694708,-0.19145520789458,-0.0032283611627689,-0.00377292367161558,-0.208848044531939,-0.187682284222965,0.0778019086457927,0.00502639670506725
LIRCMOP7_BC,late,distance,2,2000,0.258468278983987,0.164707953506045,-0.216343338603159,-0.177163886345775,0.00450637424220935,-0.00988844074086078,-0.220849712845368,-0.167275445604915,0.0778019086457927,0.00370148242619781
LIRCMOP7_BC,late,distance,3,0,0.189837627676584,0.130848946065144,-0.168264301742927,-0.233206842487833,0.0118135863505046,-0.0110113195274137,-0.180077888093432,-0.22219552296042,0.0778019086457927,0.00734917400876106
LIRCMOP7_BC,late,distance,3,20,0.199997598053589,0.134587597881857,-0.193396896973975,-0.234107274631902,0.00509700986237598,-0.00743597271327978,-0.198493906836351,-0.226671301918622,0.0778019086457927,0.00665556843298665
LIRCMOP7_BC,late,distance,3,200,0.223024784082812,0.142506161920774,-0.211277789597801,-0.193006016226186,0.00317103863856534,-0.0071708388997221,-0.214448828236367,-0.185835177326464,0.0778019086457927,0.00502731030367262
LIRCMOP7_BC,late,distance,3,2000,0.266548916827126,0.172407935626836,-0.235860617528565,-0.168081291626403,-0.00209135365598066,-0.00473345365227339,-0.233769263872585,-0.16334783797413,0.0778019086457927,0.00378479429095757
LIRCMOP7_BC,middle,adversarial,1,0,0.365061269173299,0.169925088681549,-0.154015580857254,-0.275240479854294,-0.00204869722871052,0.000187775567660475,-0.151966883628544,-0.275428255421954,0.0608681760991048,0.00346320049395001
LIRCMOP7_BC,middle,adversarial,1,20,0.352514398735876,0.174664937805034,-0.224271833554568,-0.228501929711622,-0.00271461135850136,0.000651705499238442,-0.221557222196067,-0.22915363521086,0.0608681760991048,0.0034698769118247
LIRCMOP7_BC,middle,adversarial,1,200,0.328736893138655,0.172005494220379,-0.245183860779952,-0.167257123439973,-0.00388951515514958,0.00161128374209412,-0.241294345624802,-0.168868407182067,0.0608681760991048,0.00345508503085342
LIRCMOP7_BC,middle,adversarial,1,2000,0.350287698395813,0.180107518638816,-0.278776140758744,-0.195592199148166,-0.00484931718969185,0.00167481849548835,-0.273926823569052,-0.197267017643654,0.0608681760991048,0.00265632962559277
LIRCMOP7_BC,middle,adversarial,2,0,0.365061269173299,0.169925088681549,-0.154015580857254,-0.275240479854294,-0.00204869722871052,0.000187775567660475,-0.151966883628544,-0.275428255421954,0.0608681760991048,0.00346320049395001
LIRCMOP7_BC,middle,adversarial,2,20,0.360874403986289,0.180172788827465,-0.217248336138675,-0.242886649091333,-0.00136719095888034,-0.000183318058773856,-0.215881145179794,-0.242703331032559,0.0608681760991048,0.0034823101678053
LIRCMOP7_BC,middle,adversarial,2,200,0.315191198400777,0.168803361990753,-0.219677195027485,-0.137590833920964,-0.00415474176627332,0.0018590893257596,-0.215522453261211,-0.139449923246724,0.0608681760991048,0.00343267150362145
LIRCMOP7_BC,middle,adversarial,2,2000,0.344400915031613,0.174404328371627,-0.285448797080499,-0.196206059558119,-0.00191209450797101,-9.11521975727915e-05,-0.283536702572528,-0.196114907360547,0.0608681760991048,0.00242931470279795
LIRCMOP7_BC,middle,adversarial,3,0,0.365061269173299,0.169925088681549,-0.154015580857254,-0.275240479854294,-0.00204869722871052,0.000187775567660475,-0.151966883628544,-0.275428255421954,0.0608681760991048,0.00346320049395001
LIRCMOP7_BC,middle,adversarial,3,20,0.358514489247045,0.17981433818064,-0.221117785259255,-0.242813994128901,-0.000100256815638516,-0.000905214751126541,-0.221017528443617,-0.241908779377774,0.0608681760991048,0.00348970699212233
LIRCMOP7_BC,middle,adversarial,3,200,0.325012126741179,0.167334868538213,-0.228113651757541,-0.161438905266458,-0.00328444577849006,0.00109930851774026,-0.224829205979051,-0.162538213784198,0.0608681760991048,0.00341705725395214
